tbl,Year,quarter,mkt_fare,citymarketid_1,citymarketid_2,city1,city2,carairlineid,car,carpax,carpaxshare,caravgfare,fareinc_min,fareinc_minpaxsh,fareinc_max,fare_inc_maxpaxsh,fare_inc_x3paxsh,Geocoded_City1,Geocoded_City2,tbl5pk
Table 5,2005,1,95.60,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,11420,0.7700,90.32,75,0.3500,150,0.0800,0.0000,"Fresno, CA
(36.731654, -119.785856)","Las Vegas, NV
(36.169202, -115.140597)",20051316383221120368G4
Table 5,2004,2,98.80,30977,33044,"Chicago, IL","Louisville, KY",19805,AA,8940,0.1600,137.60,75,0.1100,300,0.0500,0.1500,"Chicago, IL
(41.775002, -87.696388)","Louisville, KY
(38.256078, -85.751569)",20042309773304419805AA
Table 5,2013,1,262.94,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19393,WN,4220,0.1200,212.50,125,0.1700,375,0.0600,0.0200,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20131330443170319393WN
Table 5,1996,4,86.69,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",19991,HP,17830,0.1200,123.86,75,0.1700,175,0.0500,0.0800,"Albuquerque, NM
(35.084248, -106.649241)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",19964301403257519991HP
Table 5,1997,4,71.19,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",19977,UA,54400,0.1000,76.15,75,0.5700,100,0.3400,0.0020,"Las Vegas, NV
(36.169202, -115.140597)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",19974322113257519977UA
Table 5,2010,4,251.54,35412,31703,"Knoxville, TN","New York City, NY (Metropolitan Area)",20355,US,8940,0.4500,235.75,175,0.1000,325,0.0900,0.0200,"Knoxville, TN
(35.962631, -83.916677)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20104354123170320355US
Table 5,2006,1,97.54,30977,32337,"Chicago, IL","Indianapolis, IN",19805,AA,14720,0.3200,106.43,75,0.3900,125,0.0500,0.0600,"Chicago, IL
(41.775002, -87.696388)","Indianapolis, IN
(39.76845, -86.156212)",20061309773233719805AA
Table 5,1999,4,228.81,30977,34576,"Chicago, IL","Rochester, NY",19977,UA,11150,0.5200,231.09,75,0.0500,525,0.0700,0.3800,"Chicago, IL
(41.775002, -87.696388)","Rochester, NY
(43.155708, -77.612547)",19994309773457619977UA
Table 5,2005,2,99.35,30792,31703,"Buffalo, NY","New York City, NY (Metropolitan Area)",20355,US,42930,0.2000,97.02,75,0.3400,125,0.1800,0.0300,"Buffalo, NY
(39.945422, -78.64671)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20052307923170320355US
Table 5,2007,2,249.33,30647,31650,"Cleveland, OH (Metropolitan Area)","Minneapolis/St. Paul, MN",19977,UA,2840,0.1400,215.54,100,0.0500,275,0.0500,0.1500,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20072306473165019977UA
Table 5,2013,2,334.50,30977,33105,"Chicago, IL","Cincinnati, OH",19790,DL,9510,0.3100,347.94,175,0.0700,475,0.2100,0.0100,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20132309773310519790DL
Table 5,1996,1,90.80,33495,33214,"New Orleans, LA","San Antonio, TX",19704,CO,6840,0.3000,92.23,75,0.4000,150,0.1300,0.0058,"New Orleans, LA
(29.950621, -90.074948)","San Antonio, TX
(29.425173, -98.494599)",19961334953321419704CO
Table 5,2012,2,261.29,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,US,48970,0.8600,272.76,150,0.1100,425,0.0600,0.0400,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)",20122310573410020355US
Table 5,2005,3,89.40,34570,34614,"Reno, NV","Salt Lake City, UT",19790,DL,10590,0.3200,96.98,75,0.2900,125,0.2600,0.0200,"Reno, NV
(30.177159, -95.162771)","Salt Lake City, UT
(40.758478, -111.888142)",20053345703461419790DL
Table 5,2006,4,96.40,30977,32337,"Chicago, IL","Indianapolis, IN",19977,UA,13450,0.3000,107.15,75,0.3400,175,0.0600,0.0500,"Chicago, IL
(41.775002, -87.696388)","Indianapolis, IN
(39.76845, -86.156212)",20064309773233719977UA
Table 5,1999,2,257.19,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",19704,CO,17890,0.1400,236.34,100,0.1000,425,0.2000,0.3700,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",19992310573170319704CO
Table 5,2001,4,74.88,30713,31884,"Boise, ID","Spokane, WA",19930,AS,8170,0.3500,83.71,75,0.3800,125,0.1100,0.0049,"Boise, ID
(43.597772, -83.884521)","Spokane, WA
(47.658999, -117.425022)",20014307133188419930AS
Table 5,2000,1,288.32,31057,30529,"Charlotte, NC","Hartford, CT",19790,DL,2010,0.1000,144.97,75,0.3700,125,0.0800,0.1900,"Charlotte, NC
(35.222936, -80.840161)","Hartford, CT
(41.765775, -72.673356)",20001310573052919790DL
Table 5,2009,4,86.18,30325,34614,"Denver, CO","Salt Lake City, UT",19790,DL,32490,0.2500,86.25,75,0.5500,175,0.0700,0.0100,"Denver, CO
(39.738453, -104.984853)","Salt Lake City, UT
(40.758478, -111.888142)",20094303253461419790DL
Table 5,2011,3,323.42,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19704,CO,5480,0.2400,317.22,175,0.0500,600,0.0500,0.1300,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20113306473410019704CO
Table 5,1996,1,96.27,30189,33214,"Colorado Springs, CO","San Antonio, TX",20078,W7,10190,0.4900,78.02,100,1.0000,100,1.0000,0.0000,"Colorado Springs, CO
(38.835224, -104.819798)","San Antonio, TX
(29.425173, -98.494599)",19961301893321420078W7
Table 5,2006,1,97.54,30977,32337,"Chicago, IL","Indianapolis, IN",19393,WN,15330,0.3400,79.14,75,0.3500,100,0.6400,0.0000,"Chicago, IL
(41.775002, -87.696388)","Indianapolis, IN
(39.76845, -86.156212)",20061309773233719393WN
Table 5,2013,4,265.79,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",20355,US,25370,0.2600,196.75,125,0.1400,275,0.0800,0.0300,"Indianapolis, IN
(39.76845, -86.156212)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20134323373170320355US
Table 5,2007,2,316.28,33105,34100,"Cincinnati, OH","Philadelphia, PA",20355,US,7940,0.3500,320.80,125,0.0500,750,0.0600,0.3200,"Cincinnati, OH
(39.104427, -84.513808)","Philadelphia, PA
(39.951061, -75.16562)",20072331053410020355US
Table 5,2004,1,93.12,32575,30436,"Los Angeles, CA (Metropolitan Area)","Tucson, AZ",19991,HP,13140,0.1400,139.43,75,0.0500,225,0.0600,0.0800,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Tucson, AZ
(35.167852, -103.726151)",20041325753043619991HP
Table 5,2012,4,261.57,31057,31295,"Charlotte, NC","Detroit, MI",19790,DL,15520,0.4300,267.32,175,0.3000,375,0.0600,0.0900,"Charlotte, NC
(35.222936, -80.840161)","Detroit, MI
(42.332916, -83.047853)",20124310573129519790DL
Table 5,2018,3,315.22,31453,33158,"Houston, TX","Midland/Odessa, TX",19393,WN,17850,0.2566,266.03,150,0.1221,400,0.0924,0.0017,,,20183314533315819393WN
Table 5,1998,4,76.23,30693,33495,"Nashville, TN","New Orleans, LA",19393,WN,34810,0.9200,71.86,75,0.5300,100,0.4500,0.0009,"Nashville, TN
(36.166687, -86.779932)","New Orleans, LA
(29.950621, -90.074948)",19984306933349519393WN
Table 5,2007,2,96.31,31703,34576,"New York City, NY (Metropolitan Area)","Rochester, NY",19790,DL,8650,0.1000,97.65,75,0.5700,125,0.0900,0.0400,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Rochester, NY
(43.155708, -77.612547)",20072317033457619790DL
Table 5,2002,1,233.10,30397,31123,"Atlanta, GA (Metropolitan Area)","St. Louis, MO",19805,AA,17160,0.4100,233.92,75,0.0500,450,0.0800,0.4700,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","St. Louis, MO
(38.630276, -90.200309)",20021303973112319805AA
Table 5,2007,2,93.49,34570,32457,"Reno, NV","San Francisco, CA (Metropolitan Area)",19977,UA,10390,0.1500,138.74,100,0.3500,200,0.1900,0.0300,"Reno, NV
(30.177159, -95.162771)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",20072345703245719977UA
Table 5,2000,2,76.23,34057,34570,"Portland, OR","Reno, NV",19393,WN,26620,0.5600,73.76,75,0.6700,125,0.2000,0.0000,"Portland, OR
(45.516018, -122.681425)","Reno, NV
(30.177159, -95.162771)",20002340573457019393WN
Table 5,2007,1,226.01,31295,34100,"Detroit, MI","Philadelphia, PA",19386,NW,34370,0.6900,225.75,125,0.1300,500,0.1200,0.2100,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)",20071312953410019386NW
Table 5,1999,2,316.03,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",19386,NW,21790,0.8700,322.24,150,0.1400,500,0.3200,0.4100,"Indianapolis, IN
(39.76845, -86.156212)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",19992323373165019386NW
Table 5,2018,4,118.33,30559,31884,"Seattle, WA","Spokane, WA",19930,AS,52180,0.3993,120.73,75,0.2091,200,0.0517,0.0399,,,20184305593188419930AS
Table 5,1996,2,97.05,30713,30559,"Boise, ID","Seattle, WA",19687,QX,10070,0.3400,117.69,75,0.3700,300,0.0800,0.0900,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",19962307133055919687QX
Table 5,2007,4,265.33,31057,34100,"Charlotte, NC","Philadelphia, PA",20437,FL,4810,0.1000,99.81,75,0.6700,125,0.0700,0.0700,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)",20074310573410020437FL
Table 5,2012,4,332.41,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19977,UA,7550,0.3000,332.94,175,0.0600,625,0.0500,0.1600,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20124306473410019977UA
Table 5,1996,3,84.24,30615,32211,"El Paso, TX","Las Vegas, NV",19393,WN,34680,0.8300,80.40,75,0.7700,125,0.2200,0.0000,"El Paso, TX
(31.76006, -106.492257)","Las Vegas, NV
(36.169202, -115.140597)",19963306153221119393WN
Table 5,2006,4,94.95,30977,33316,"Chicago, IL","Omaha, NE",19805,AA,12360,0.1300,104.32,75,0.3700,150,0.0600,0.0500,"Chicago, IL
(41.775002, -87.696388)","Omaha, NE
(46.07035, -93.666319)",20064309773331619805AA
Table 5,2009,3,240.97,33198,31650,"Kansas City, MO","Minneapolis/St. Paul, MN",19386,NW,27110,0.7800,248.63,150,0.2400,375,0.0500,0.1000,"Kansas City, MO
(39.099792, -94.578559)","Minneapolis/St. Paul, MN
(44.977479, -93.264346)",20093331983165019386NW
Table 5,2005,4,262.65,33105,31703,"Cincinnati, OH","New York City, NY (Metropolitan Area)",19790,DL,64350,0.7300,264.87,125,0.0900,325,0.1100,0.2100,"Cincinnati, OH
(39.104427, -84.513808)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20054331053170319790DL
Table 5,2000,1,273.30,31057,31123,"Charlotte, NC","St. Louis, MO",20355,US,7610,0.5000,275.97,75,0.1000,525,0.0700,0.4900,"Charlotte, NC
(35.222936, -80.840161)","St. Louis, MO
(38.630276, -90.200309)",20001310573112320355US
Table 5,1996,3,71.25,30466,33570,"Phoenix, AZ","San Diego, CA",19393,WN,71340,0.7300,65.99,75,1.0000,75,1.0000,0.0000,"Phoenix, AZ
(30.406931, -87.217578)","San Diego, CA
(32.71576, -117.163817)",19963304663357019393WN
Table 5,2001,1,256.51,30194,33044,"Dallas/Fort Worth, TX","Louisville, KY",19790,DL,4580,0.2400,295.33,125,0.1500,550,0.0700,0.3600,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Louisville, KY
(38.256078, -85.751569)",20011301943304419790DL
Table 5,2018,3,315.22,31453,33158,"Houston, TX","Midland/Odessa, TX",19977,UA,15660,0.2252,365.49,275,0.0562,425,0.0556,0.0083,,,20183314533315819977UA
Table 5,2018,3,102.86,31638,32211,"Fresno, CA","Las Vegas, NV",20368,G4,8830,0.4282,87.37,75,0.4439,150,0.0634,0.0000,,,20183316383221120368G4
Table 5,2004,4,90.86,34492,30852,"Raleigh/Durham, NC","Washington, DC (Metropolitan Area)",19977,UA,12500,0.1400,91.38,75,0.4200,150,0.0600,0.0200,"Raleigh/Durham, NC
(42.673348, -72.179683)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20044344923085219977UA
Table 5,1996,1,73.67,32575,30466,"Los Angeles, CA (Metropolitan Area)","Phoenix, AZ",19393,WN,140380,0.6200,67.09,75,0.9900,75,0.9900,0.0001,"Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)","Phoenix, AZ
(30.406931, -87.217578)",19961325753046619393WN
Table 5,2002,2,243.10,30977,34524,"Chicago, IL","Richmond, VA",19977,UA,15340,0.5600,244.52,100,0.1100,200,0.1000,0.2800,"Chicago, IL
(41.775002, -87.696388)","Richmond, VA
(37.540759, -77.433932)",20022309773452419977UA
Table 5,2007,4,286.42,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",20355,US,14040,0.6300,297.39,125,0.0700,525,0.0900,0.3700,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20074306473410020355US
Table 5,1997,3,71.89,30194,33158,"Dallas/Fort Worth, TX","Midland/Odessa, TX",19393,WN,45480,0.8400,70.07,75,0.6400,100,0.3500,0.0000,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Midland/Odessa, TX
(31.997433, -102.078043)",19973301943315819393WN
Table 5,2005,4,251.74,31453,33244,"Houston, TX","Memphis, TN",19386,NW,2400,0.1400,233.20,75,0.1700,500,0.0700,0.4000,"Houston, TX
(29.760803, -95.369506)","Memphis, TN
(35.143378, -90.052136)",20054314533324419386NW
Table 5,1998,2,252.92,31057,34100,"Charlotte, NC","Philadelphia, PA",20355,US,44700,0.9500,253.61,75,0.0900,375,0.2300,0.6000,"Charlotte, NC
(35.222936, -80.840161)","Philadelphia, PA
(39.951061, -75.16562)",19982310573410020355US
Table 5,2004,2,88.82,30466,33570,"Phoenix, AZ","San Diego, CA",19393,WN,92220,0.7000,87.12,75,0.2900,125,0.2100,0.0000,"Phoenix, AZ
(30.406931, -87.217578)","San Diego, CA
(32.71576, -117.163817)",20042304663357019393WN
Table 5,2011,1,313.07,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",19977,UA,11880,0.8000,339.94,75,0.0700,325,0.0600,0.7300,"Aspen, CO
(39.190665, -106.819201)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",20111303723257519977UA
Table 5,1999,2,79.59,34570,30559,"Reno, NV","Seattle, WA",19930,AS,36050,0.4800,75.18,75,0.6900,125,0.0900,0.0011,"Reno, NV
(30.177159, -95.162771)","Seattle, WA
(47.603229, -122.33028)",19992345703055919930AS
Table 5,1997,1,256.09,31295,34100,"Detroit, MI","Philadelphia, PA",20355,US,17940,0.3100,266.98,100,0.0600,400,0.2400,0.4300,"Detroit, MI
(42.332916, -83.047853)","Philadelphia, PA
(39.951061, -75.16562)",19971312953410020355US
Table 5,2013,2,326.99,30647,34100,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA",19977,UA,8940,0.3100,326.97,75,0.0500,650,0.0500,0.5400,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Philadelphia, PA
(39.951061, -75.16562)",20132306473410019977UA
Table 5,2005,1,83.04,30559,31884,"Seattle, WA","Spokane, WA",19393,WN,17650,0.1900,76.70,75,0.4400,100,0.5500,0.0000,"Seattle, WA
(47.603229, -122.33028)","Spokane, WA
(47.658999, -117.425022)",20051305593188419393WN
Table 5,2000,2,239.66,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",19393,WN,11260,0.1300,157.35,125,0.4100,275,0.0600,0.0018,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","St. Louis, MO
(38.630276, -90.200309)",20002301943112319393WN
Table 5,2012,1,261.92,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",19393,WN,4680,0.2000,214.15,125,0.0600,400,0.0600,0.0700,"Minneapolis/St. Paul, MN
(44.977479, -93.264346)","Nashville, TN
(36.166687, -86.779932)",20121316503069319393WN
Table 5,2001,1,251.82,33342,34100,"Milwaukee, WI","Philadelphia, PA",20314,YX,10440,0.5200,259.18,125,0.2500,375,0.4100,0.0600,"Milwaukee, WI
(43.041072, -87.909421)","Philadelphia, PA
(39.951061, -75.16562)",20011333423410020314YX
Table 5,2018,3,266.71,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19790,DL,21300,0.1877,260.24,100,0.1315,525,0.0592,0.3315,,,20183317033019819790DL
Table 5,2018,3,266.71,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19805,AA,13510,0.1190,283.74,125,0.1362,525,0.0659,0.2517,,,20183317033019819805AA
Table 5,2018,3,266.71,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",19977,UA,19100,0.1683,279.95,100,0.0592,525,0.0738,0.3398,,,20183317033019819977UA
Table 5,2018,3,133.90,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",19393,WN,158730,0.2527,140.78,75,0.1583,325,0.0925,0.1485,,,20183322113245719393WN
Table 5,1998,1,272.63,30194,33316,"Dallas/Fort Worth, TX","Omaha, NE",19805,AA,13630,0.7500,287.27,75,0.0500,500,0.1600,0.5400,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","Omaha, NE
(46.07035, -93.666319)",19981301943331619805AA
Table 5,2003,3,300.94,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",20355,US,63990,0.7100,307.55,125,0.0800,500,0.1000,0.4200,"Charlotte, NC
(35.222936, -80.840161)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20033310573170320355US
Table 5,1996,2,84.86,31453,33495,"Houston, TX","New Orleans, LA",19393,WN,101120,0.6100,79.00,75,0.2100,100,0.7800,0.0000,"Houston, TX
(29.760803, -95.369506)","New Orleans, LA
(29.950621, -90.074948)",19962314533349519393WN
Table 5,2001,1,207.29,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",19704,CO,12260,0.3600,237.76,75,0.0500,450,0.0600,0.5400,"New York City, NY (Metropolitan Area)
(40.123164, -75.333718)","Norfolk, VA (Metropolitan Area)
(36.846164, -76.285913)",20011317033366719704CO
Table 5,1998,2,74.65,30466,33570,"Phoenix, AZ","San Diego, CA",19991,HP,19470,0.2200,80.94,75,0.7700,100,0.0800,0.0200,"Phoenix, AZ
(30.406931, -87.217578)","San Diego, CA
(32.71576, -117.163817)",19982304663357019991HP
Table 5,2015,2,267.96,30397,33105,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH",19790,DL,13850,0.3800,321.09,175,0.0700,525,0.0500,0.0700,"Atlanta, GA (Metropolitan Area)
(33.748547, -84.391502)","Cincinnati, OH
(39.104427, -84.513808)",20152303973310519790DL
Table 5,2000,3,242.13,30325,30436,"Denver, CO","Tucson, AZ",19991,HP,4250,0.2700,193.16,75,0.0500,375,0.1500,0.3200,"Denver, CO
(39.738453, -104.984853)","Tucson, AZ
(35.167852, -103.726151)",20003303253043619991HP
Table 5,1999,3,232.72,31453,33244,"Houston, TX","Memphis, TN",19386,NW,5830,0.3700,243.47,100,0.1000,400,0.2900,0.4900,"Houston, TX
(29.760803, -95.369506)","Memphis, TN
(35.143378, -90.052136)",19993314533324419386NW
Table 5,1996,2,69.04,34057,33192,"Portland, OR","Sacramento, CA",19930,AS,7600,0.1000,87.26,75,0.4700,150,0.0500,0.0100,"Portland, OR
(45.516018, -122.681425)","Sacramento, CA
(38.582087, -121.50012)",19962340573319219930AS
Table 5,2015,1,90.55,32211,34716,"Las Vegas, NV","Stockton, CA",20368,G4,7640,0.5400,97.07,75,0.2900,200,0.0500,0.0000,"Las Vegas, NV
(36.169202, -115.140597)","Stockton, CA
(37.957541, -121.292451)",20151322113471620368G4
Table 5,1998,4,240.85,34492,31123,"Raleigh/Durham, NC","St. Louis, MO",20211,TW,13130,0.8000,245.87,125,0.2300,500,0.0500,0.2900,"Raleigh/Durham, NC
(42.673348, -72.179683)","St. Louis, MO
(38.630276, -90.200309)",19984344923112320211TW
Table 5,2000,4,77.13,33198,31123,"Kansas City, MO","St. Louis, MO",20211,TW,35220,0.5300,80.91,75,0.4400,100,0.4500,0.0200,"Kansas City, MO
(39.099792, -94.578559)","St. Louis, MO
(38.630276, -90.200309)",20004331983112320211TW
Table 5,2008,2,90.71,30713,30559,"Boise, ID","Seattle, WA",19930,AS,45450,0.5800,94.99,75,0.3000,150,0.1400,0.0031,"Boise, ID
(43.597772, -83.884521)","Seattle, WA
(47.603229, -122.33028)",20082307133055919930AS
Table 5,1996,2,225.67,30198,31123,"Pittsburgh, PA","St. Louis, MO",20355,US,5650,0.3400,212.05,125,0.2200,350,0.2000,0.0200,"Pittsburgh, PA
(40.442169, -79.994945)","St. Louis, MO
(38.630276, -90.200309)",19962301983112320355US
Table 5,2001,2,231.62,30647,33342,"Cleveland, OH (Metropolitan Area)","Milwaukee, WI",19704,CO,9190,0.4700,231.23,100,0.1300,425,0.0500,0.3700,"Cleveland, OH (Metropolitan Area)
(41.505546, -81.6915)","Milwaukee, WI
(43.041072, -87.909421)",20012306473334219704CO
Table 5,2003,2,272.60,30868,30852,"Columbia, SC","Washington, DC (Metropolitan Area)",19790,DL,2630,0.1800,234.49,100,0.0800,450,0.0500,0.3500,"Columbia, SC
(39.962649, -82.996216)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",20032308683085219790DL
Table 5,2000,4,242.89,30977,33105,"Chicago, IL","Cincinnati, OH",19790,DL,36090,0.5800,247.26,100,0.0700,225,0.2100,0.3000,"Chicago, IL
(41.775002, -87.696388)","Cincinnati, OH
(39.104427, -84.513808)",20004309773310519790DL
Table 5,2008,3,220.16,31295,30529,"Detroit, MI","Hartford, CT",19386,NW,20820,0.8000,225.39,150,0.2900,300,0.1100,0.0200,"Detroit, MI
(42.332916, -83.047853)","Hartford, CT
(41.765775, -72.673356)",20083312953052919386NW
Table 5,2009,1,247.78,33044,31703,"Louisville, KY","New York City, NY (Metropolitan Area)",19704,CO,8510,0.3400,290.69,150,0.0500,500,0.2100,0.3300,"Louisville, KY
(38.256078, -85.751569)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",20091330443170319704CO
Table 5,2001,3,227.05,31066,34100,"Columbus, OH","Philadelphia, PA",20355,US,17620,0.7200,232.35,75,0.1200,500,0.0500,0.4000,"Columbus, OH
(39.962649, -82.996216)","Philadelphia, PA
(39.951061, -75.16562)",20013310663410020355US
Table 5,2019,4,109.85,30189,30466,"Colorado Springs, CO","Phoenix, AZ",20436,F9,9300,0.4385,89.33,75,0.4183,150,0.0742,0.0000,,,20194301893046620436F9
Table 5,2003,2,235.01,31295,32337,"Detroit, MI","Indianapolis, IN",19386,NW,17880,0.8400,253.64,100,0.1100,400,0.0700,0.3800,"Detroit, MI
(42.332916, -83.047853)","Indianapolis, IN
(39.76845, -86.156212)",20032312953233719386NW
Table 5,1999,1,224.89,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",19393,WN,11190,0.1500,148.02,100,0.3200,275,0.0500,0.0018,"Dallas/Fort Worth, TX
(40.11086, -77.035636)","St. Louis, MO
(38.630276, -90.200309)",19991301943112319393WN
